39 269 212 396
47 281 212 380
182 181 338 298
49 267 209 368
178 182 338 290
46 268 212 394
178 181 338 296
168 184 338 278
50 269 212 396
168 179 338 282
183 181 338 291
47 270 212 401
168 170 338 281
179 181 338 296
168 184 334 272
46 268 205 380
178 181 338 298
47 265 212 380
168 179 338 278
48 281 212 380
47 268 212 401
192 170 338 278
46 269 212 380
190 181 338 291
46 268 212 380
183 181 338 276
178 174 338 281
190 181 338 278
190 181 338 271
56 275 212 380
47 271 212 380
168 184 338 281
48 275 212 380
182 181 338 276
168 176 338 278
191 181 338 276
185 174 338 276
180 181 338 300
47 275 212 380
