445 125 500 206
0 203 500 367
190 64 372 197
12 111 265 214
226 21 500 173
314 166 493 190
203 21 500 200
111 186 281 222
378 217 500 345
105 186 289 222
233 80 372 173
0 201 500 375
0 0 378 211
0 202 500 375
146 0 316 167
225 0 500 171
0 0 371 212
274 177 395 224
431 95 500 194
207 157 336 190
400 178 500 225
364 67 500 196
0 127 289 222
270 108 362 167
296 166 493 190
0 203 343 308
340 182 448 220
189 125 305 199
227 177 370 220
171 125 294 196
207 157 336 199
276 212 500 375
0 0 500 375
198 177 346 220
0 0 378 205
177 23 262 167
215 156 322 203
276 212 470 375
214 76 262 167
388 179 500 222
79 0 256 197
204 177 370 220
0 0 378 214
295 121 391 168
238 89 308 165
59 186 289 222
238 89 362 167
277 177 367 224
203 0 500 200
189 0 500 223
421 67 500 196
364 73 469 178
137 7 500 221
0 0 500 214
189 125 294 196
205 105 253 197
199 76 262 167
65 180 452 228
242 190 435 222
378 78 460 161
0 0 500 217
0 203 500 375
244 121 391 181
0 0 266 205
0 0 500 222
249 153 378 187
431 95 500 220
187 64 244 167
0 0 500 226
238 89 398 167
2 181 281 222
378 217 500 375
80 125 294 207
65 163 346 220
0 0 500 209
295 162 493 190
190 51 253 197
190 64 253 197
97 0 253 197
295 80 401 168
432 97 500 223
190 64 391 197
329 180 473 228
361 147 493 179
187 51 262 167
200 0 500 173
0 0 500 224
238 78 460 167
111 190 362 222
77 0 256 197
295 73 469 178
65 186 310 220
113 211 405 229
329 182 452 228
445 97 500 209
0 203 377 375
187 51 244 167
2 186 281 222
249 147 383 187
113 211 378 227
2 177 437 224
432 97 500 185
12 51 265 214
253 177 367 224
111 190 435 222
0 0 256 205
80 98 294 207
343 78 460 161
445 97 500 223
172 51 253 197
109 0 500 226
137 0 500 221
322 78 460 161
343 78 478 164
296 46 399 144
205 0 500 164
65 190 310 220
445 97 500 207
343 30 500 164
356 146 499 184
278 162 493 190
432 0 500 223
2 177 367 224
0 0 262 206
343 0 500 164
59 170 289 222
59 161 289 222
146 0 262 167
0 0 500 236
98 0 316 181
432 97 500 209
356 95 500 194
111 7 500 222
142 0 253 197
296 161 493 190
77 0 266 197
198 180 346 220
0 0 500 228
329 182 448 217
113 211 405 237
172 64 500 197
351 0 500 196
277 0 451 144
65 0 500 236
0 0 500 229
0 0 500 212
79 23 262 182
277 0 399 144
65 180 347 222
233 73 469 178
162 0 500 217
80 89 398 207
65 186 347 222
0 0 500 220
414 0 500 223
0 0 253 213
111 0 500 222
78 23 262 182
0 0 500 206
0 0 316 206
0 22 500 209
0 212 500 375
0 177 500 375
