54 150 328 241
260 81 381 172
382 62 500 168
391 62 500 178
0 127 321 236
322 62 500 200
0 63 304 181
329 62 500 168
380 76 484 165
82 110 302 200
389 62 500 178
247 75 491 240
306 75 486 166
342 75 500 176
293 58 489 179
380 76 475 165
45 145 319 243
46 91 254 187
295 75 478 165
232 61 500 236
62 187 317 250
382 76 475 166
263 75 479 235
46 91 246 180
401 62 500 171
241 61 500 205
0 191 317 248
382 75 483 166
265 62 380 172
388 62 500 177
318 63 500 183
58 138 302 200
0 62 500 241
403 63 500 169
32 89 278 175
0 129 335 246
252 52 500 171
392 63 500 176
318 110 500 183
102 143 347 236
46 91 254 180
0 129 189 234
263 62 500 258
293 58 486 179
265 76 380 148
331 75 479 176
0 156 208 248
0 129 340 257
23 91 254 180
252 52 500 267
328 63 492 123
392 62 500 171
241 61 406 182
260 63 397 172
0 68 311 196
260 63 397 241
82 110 278 181
401 63 500 171
0 99 307 240
328 62 500 169
0 122 295 248
0 76 380 236
32 98 235 175
322 111 500 202
392 62 500 176
363 75 475 165
0 184 335 248
229 61 500 236
265 58 482 148
293 58 482 109
0 63 304 169
265 58 380 148
309 76 500 170
0 89 321 236
324 75 500 181
293 58 491 179
0 62 500 258
0 0 500 241
379 76 476 178
276 91 382 171
260 63 500 241
0 157 316 248
392 75 484 161
0 61 500 236
0 68 357 251
295 58 491 179
403 62 500 169
0 99 145 240
63 91 297 181
45 138 319 243
263 62 402 235
0 71 340 257
46 97 229 180
318 112 500 215
92 110 308 195
265 62 380 134
251 58 500 236
0 74 298 169
295 58 500 226
45 110 319 243
295 58 482 179
54 150 311 229
63 91 245 177
264 63 400 183
84 143 303 238
0 99 141 240
255 91 382 171
229 58 380 148
330 75 491 178
342 110 500 177
293 58 486 166
295 60 500 188
54 150 311 236
0 61 500 248
314 62 500 258
306 62 500 202
0 58 500 268
380 76 500 169
89 113 307 199
0 91 317 248
327 60 500 178
58 138 308 235
295 58 482 165
0 76 308 241
0 76 308 248
0 68 298 169
0 91 315 248
62 152 500 276
363 75 500 176
232 61 432 144
34 91 269 156
317 75 402 188
0 135 357 251
0 0 500 236
265 58 500 202
0 58 500 236
276 75 491 240
0 91 307 234
241 61 382 171
229 58 380 157
325 64 490 116
0 71 298 234
318 76 500 183
23 91 256 180
232 61 389 144
0 110 308 248
257 104 402 227
264 82 386 165
0 63 316 248
82 110 308 200
306 62 500 177
255 61 406 182
276 76 384 182
330 75 476 178
241 61 389 171
321 62 500 227
317 75 479 227
0 58 500 248
322 62 500 205
0 91 246 234
264 82 386 183
316 60 500 178
328 62 500 168
0 61 500 333
89 110 287 191
275 61 490 119
257 104 500 227
46 110 279 191
82 99 311 196
0 129 190 246
23 91 308 195
265 58 500 268
33 91 278 177
232 61 500 227
263 62 490 235
45 110 347 243
263 64 490 235
63 91 278 181
0 129 317 248
0 99 316 248
0 71 295 177
295 75 478 188
293 58 500 227
255 76 384 182
0 98 347 243
0 58 380 243
241 61 397 176
260 62 500 241
329 62 500 176
33 98 311 196
241 91 382 171
275 61 490 133
241 61 389 176
0 76 294 226
0 91 307 240
264 63 397 183
0 135 189 238
247 71 491 240
0 76 308 195
0 187 335 248
0 156 295 248
84 143 335 241
0 184 357 251
0 58 500 333
260 63 400 183
215 62 500 258
265 62 402 188
0 71 298 191
0 91 319 248
0 62 500 333
0 0 500 258
322 75 491 182
215 62 500 200
215 63 400 183
33 91 279 191
329 62 500 178
0 0 500 267
252 52 500 235
289 60 500 268
0 0 500 268
241 61 500 227
0 61 500 250
275 61 500 215
46 61 500 227
0 52 500 267
275 61 500 170
241 59 500 205
0 59 500 241
