381 218 500 375
0 213 500 375
0 0 500 184
80 100 419 184
0 0 485 118
272 248 484 336
0 0 170 117
40 173 202 254
0 0 171 118
0 0 486 117
0 0 485 243
0 213 463 375
7 76 269 143
0 212 431 375
148 0 485 112
0 0 500 157
0 212 464 375
251 151 432 239
242 140 407 229
0 0 169 117
264 94 472 182
81 39 280 111
251 150 434 239
0 0 500 243
388 90 500 220
13 91 308 148
254 8 485 108
49 86 418 187
0 212 500 375
251 142 432 239
160 8 485 110
248 138 432 239
46 92 308 148
269 98 472 182
160 8 500 110
251 168 433 239
202 0 500 134
280 98 471 182
175 225 444 288
320 0 500 102
269 98 472 175
99 0 485 112
0 0 183 117
0 0 308 147
254 8 500 108
130 95 418 185
183 100 418 161
280 98 475 182
0 0 486 134
0 0 500 133
220 225 444 288
131 95 418 195
269 94 468 182
280 94 472 182
245 152 436 241
191 63 398 150
191 63 500 150
280 98 471 173
388 93 500 211
335 0 500 93
128 230 432 291
0 0 500 187
0 71 180 147
203 86 418 150
223 0 500 108
263 0 500 98
265 94 472 182
263 0 485 98
112 230 432 301
245 152 434 241
398 94 500 233
428 94 500 324
0 0 280 111
220 197 444 288
52 0 308 130
52 0 280 114
384 93 500 227
0 0 500 117
0 0 500 134
116 100 418 184
234 92 418 175
91 100 418 184
0 0 500 147
245 201 444 270
91 96 418 187
174 100 418 164
0 0 279 117
121 100 418 187
202 63 398 150
175 225 444 289
236 0 500 134
411 94 500 253
319 0 500 105
263 0 461 98
145 0 500 150
99 0 500 112
251 168 440 239
280 94 468 182
0 0 315 149
0 0 180 117
222 0 500 103
0 0 280 157
320 0 500 211
388 94 500 219
160 8 500 133
0 0 500 260
160 39 316 148
113 225 444 300
145 0 500 98
251 142 434 239
433 94 500 303
114 100 419 184
7 82 315 149
381 239 500 375
0 0 500 118
248 142 432 239
249 152 432 239
0 0 387 118
128 100 419 184
121 96 418 187
0 39 280 117
259 145 427 231
177 230 432 288
0 0 280 117
0 0 500 149
113 232 500 375
272 248 500 375
0 0 316 148
148 0 500 112
160 0 500 110
296 0 500 115
91 94 472 184
222 0 500 89
0 209 500 375
