446 53 500 91
94 0 141 36
94 27 130 36
338 33 393 46
88 28 131 46
338 27 388 39
199 30 291 64
435 57 500 98
141 17 278 45
453 24 500 59
141 17 273 45
321 31 390 45
141 13 280 51
309 23 343 38
343 31 393 47
198 13 280 51
435 36 500 98
338 27 415 38
80 30 130 44
421 0 500 92
197 30 291 53
435 54 500 98
20 20 40 31
237 34 291 64
434 62 500 98
197 22 247 52
338 27 380 38
311 27 345 42
309 23 390 46
94 23 131 36
333 20 393 39
321 26 391 45
208 18 253 41
209 9 294 38
338 33 383 46
209 19 280 42
197 22 249 89
203 18 271 47
357 36 393 46
321 35 390 46
338 33 372 46
152 9 294 52
208 18 278 41
197 21 291 53
309 19 415 46
19 24 40 32
448 57 500 90
208 18 276 41
199 18 273 45
94 23 130 36
209 18 273 45
199 9 294 45
448 0 500 90
197 18 291 53
417 36 500 59
448 24 500 90
439 57 500 92
321 27 416 46
199 33 278 68
140 11 294 42
333 20 415 39
141 17 280 47
321 27 415 46
203 11 294 47
198 13 245 51
203 18 280 47
197 21 291 66
321 27 390 45
209 18 280 45
338 27 415 39
209 18 278 45
434 53 500 98
141 11 294 47
197 22 247 72
321 27 415 45
321 27 390 46
311 22 345 42
341 34 393 46
417 43 500 91
193 33 245 59
209 9 294 45
448 9 500 90
338 33 444 48
197 0 323 53
417 26 500 98
152 9 294 64
421 4 500 92
209 9 294 58
197 21 291 95
141 17 278 51
417 0 500 91
403 0 500 90
417 0 500 98
413 0 500 98
141 17 280 51
