112 106 259 200
222 48 347 152
256 3 500 122
0 142 500 333
137 107 260 278
202 165 390 265
189 225 420 333
136 107 261 303
0 237 182 333
364 142 500 248
222 48 384 152
128 112 270 238
138 244 394 333
0 0 500 225
204 147 361 228
256 225 420 333
134 107 260 278
0 68 192 208
0 109 196 256
0 61 269 215
138 275 393 333
191 143 391 283
239 199 432 333
0 160 154 260
0 236 180 312
364 119 500 248
212 148 366 229
189 262 394 333
113 269 393 333
369 145 500 333
0 86 500 333
392 142 500 333
136 151 223 303
0 164 159 268
30 86 192 204
239 98 500 333
0 0 500 333
351 96 500 223
194 231 500 333
0 4 144 90
256 3 441 122
272 8 492 122
200 140 386 245
0 236 182 333
135 152 270 307
217 143 385 220
208 148 370 226
192 148 367 280
0 60 277 217
0 162 171 261
0 162 199 327
134 88 290 200
29 137 159 250
343 98 500 242
314 16 500 122
132 0 336 112
136 151 268 309
314 8 492 122
179 48 364 153
113 186 268 333
112 106 270 311
0 61 192 208
272 8 500 122
205 140 380 245
185 86 366 153
329 28 490 126
0 58 193 333
185 86 361 228
0 0 500 122
204 145 361 227
0 58 154 260
0 236 193 333
113 235 240 333
222 48 364 152
0 170 182 333
174 86 366 157
0 163 182 333
217 148 386 220
217 147 379 229
127 89 366 199
0 6 224 90
0 162 154 256
304 38 448 126
212 148 386 245
112 106 270 307
10 5 252 90
0 137 159 259
0 4 180 90
343 98 500 333
126 107 267 333
0 164 159 259
113 199 432 333
0 0 320 90
174 89 366 157
134 107 261 309
0 163 159 268
0 162 154 260
134 67 336 128
10 4 252 90
0 137 159 267
113 265 394 333
0 61 384 215
194 119 500 333
192 198 367 280
314 19 492 94
0 60 277 259
0 0 500 126
185 199 391 308
391 145 500 333
0 96 159 267
200 140 380 245
189 265 394 333
0 48 384 267
0 164 159 252
314 26 456 122
174 89 353 157
10 3 500 94
336 28 490 126
138 265 394 333
157 199 391 333
128 86 360 199
10 14 284 90
10 16 175 90
0 61 336 208
0 58 500 333
0 215 182 333
127 86 366 199
113 245 394 333
272 3 441 122
392 142 500 259
136 107 261 309
129 107 270 238
314 19 492 122
212 148 386 229
256 0 500 122
0 0 500 215
32 5 252 90
217 147 371 229
304 8 500 130
174 88 384 156
0 48 364 217
0 104 217 261
255 3 500 94
200 48 386 245
129 107 270 278
113 112 270 333
202 148 400 291
205 157 367 245
174 92 384 156
255 3 463 94
136 151 268 303
134 90 268 197
127 89 356 199
0 4 277 112
146 186 268 308
10 3 500 126
356 8 500 122
179 48 364 162
174 86 380 218
255 8 500 122
74 90 268 197
0 164 168 261
0 96 179 261
255 8 396 117
126 107 260 278
0 96 261 309
128 104 217 261
129 107 270 309
192 206 329 303
256 8 396 117
369 154 479 333
202 148 390 265
212 158 367 245
0 48 364 267
0 96 161 236
156 199 391 333
160 19 336 109
0 96 192 259
392 186 500 333
0 58 196 333
0 0 500 112
0 4 277 90
189 262 390 333
217 157 391 263
0 163 159 259
0 48 500 333
32 96 161 204
351 96 500 333
132 224 267 333
0 236 394 333
0 96 177 259
176 88 362 154
0 96 261 333
132 200 267 333
132 0 500 112
0 59 192 208
0 5 283 90
0 96 161 234
165 28 336 109
346 65 500 160
0 164 182 333
190 86 366 157
217 143 391 283
0 61 336 236
391 190 500 333
192 148 386 245
0 109 196 333
176 65 500 160
160 8 500 130
0 112 270 333
217 143 391 263
200 147 379 235
74 88 384 197
0 0 403 90
0 4 192 208
160 8 431 109
0 0 500 130
0 148 432 333
0 98 500 333
0 4 270 333
0 4 500 333
0 4 500 122
0 61 500 333
0 0 500 236
0 65 500 333
