54 24 500 317
245 0 500 333
118 32 476 316
0 0 478 317
0 0 500 333
0 0 500 252
119 107 500 333
54 24 500 333
0 0 304 307
264 0 500 333
0 0 320 333
52 0 500 333
0 100 500 333
0 0 500 317
0 0 478 333
0 59 398 333
152 0 500 333
106 0 500 313
82 0 500 333
48 0 500 333
0 0 500 297
252 0 500 333
0 4 500 333
0 100 442 333
119 31 500 333
52 74 500 333
252 0 500 313
149 0 500 333
75 0 500 333
110 0 500 333
55 0 500 333
118 0 500 333
0 4 311 333
0 0 476 315
163 0 500 333
0 31 500 333
47 0 500 297
52 74 386 308
0 0 387 333
46 0 500 333
0 0 311 333
0 0 311 317
0 0 476 333
0 0 395 333
46 0 478 257
