0 126 79 348
135 116 336 224
0 126 116 362
53 58 174 154
0 37 84 280
0 126 95 363
54 79 164 224
0 42 84 276
121 157 320 246
121 158 325 246
94 118 363 272
0 36 84 276
121 158 325 248
0 42 84 296
21 56 164 184
0 46 84 276
115 157 327 248
121 158 336 257
121 154 324 249
121 154 324 245
104 118 336 257
117 118 328 249
118 157 320 246
120 157 320 274
19 55 136 184
0 42 84 280
120 157 368 277
127 120 358 301
0 136 80 362
0 37 84 276
120 116 336 274
118 157 327 248
0 36 81 277
120 158 311 248
0 126 79 363
21 56 136 150
108 116 303 256
108 116 353 256
121 118 328 245
0 106 84 280
94 80 353 248
118 157 320 248
162 117 354 208
46 56 164 272
20 48 164 240
94 116 363 272
121 158 363 272
117 136 321 249
62 79 164 188
120 158 320 274
117 118 353 249
0 36 164 273
117 118 353 245
0 45 84 296
0 48 140 157
175 80 353 248
94 118 353 256
120 158 327 248
0 36 164 239
108 116 360 274
104 118 308 252
117 158 327 248
94 118 324 240
135 120 335 197
104 118 334 252
94 80 368 277
127 118 358 301
