233 76 463 218
236 76 500 229
246 69 500 296
81 0 500 64
0 121 310 288
236 69 500 229
233 0 500 218
64 0 500 64
224 53 500 182
263 36 500 179
0 0 500 117
233 59 500 218
262 69 489 204
257 74 474 205
317 150 500 296
0 83 222 218
60 26 291 164
64 0 500 116
262 59 500 190
144 121 310 288
0 0 500 152
81 0 500 63
263 36 500 203
0 0 500 166
169 123 340 298
283 136 500 304
144 150 500 257
0 0 413 99
0 0 185 166
262 59 500 201
263 0 500 203
0 172 255 288
48 252 500 309
144 185 500 304
0 252 500 309
60 51 313 164
169 123 500 298
246 69 500 229
224 45 500 182
233 73 473 218
0 0 500 129
0 51 313 218
0 0 413 72
0 83 253 286
192 185 500 304
169 123 337 298
0 0 500 63
306 170 500 304
0 256 500 309
0 0 180 166
144 80 500 257
182 106 375 292
0 0 500 107
315 150 500 296
60 26 500 182
320 0 500 201
164 84 357 298
0 185 500 309
236 84 422 229
224 0 500 182
283 170 500 304
0 0 365 89
0 0 500 182
62 0 500 116
0 68 222 218
236 84 500 304
224 0 500 304
